ts,"t1s_belastning | powerlab/bornholm/nm/sec/nex/t1s_belastning | 515976","t1p_belastningil3 | powerlab/bornholm/nm/sec/nex/t1p_belastningil3 | 515973","t1s_reaktiveffekt | powerlab/bornholm/nm/sec/nex/t1s_reaktiveffekt | 515979","t2s_sptrinvisning | powerlab/bornholm/nm/sec/nex/t2s_sptrinvisning | 516003","t2s_belastning | powerlab/bornholm/nm/sec/nex/t2s_belastning | 515992","t2s_cosphi | powerlab/bornholm/nm/sec/nex/t2s_cosphi | 515993","t1s_spendingvl1 | powerlab/bornholm/nm/sec/nex/t1s_spendingvl1 | 515981","t2s_aktiveffekt | powerlab/bornholm/nm/sec/nex/t2s_aktiveffekt | 515991","t2p_belastningil1 | powerlab/bornholm/nm/sec/nex/t2p_belastningil1 | 515987","t1p_belastningil1 | powerlab/bornholm/nm/sec/nex/t1p_belastningil1 | 515971","t1s_sptrinvisning | powerlab/bornholm/nm/sec/nex/t1s_sptrinvisning | 515985","t2s_spendingvl1 | powerlab/bornholm/nm/sec/nex/t2s_spendingvl1 | 515999","t1p_belastningil2 | powerlab/bornholm/nm/sec/nex/t1p_belastningil2 | 515972","t1s_cosphi | powerlab/bornholm/nm/sec/nex/t1s_cosphi | 515977","t1s_spendingvl2 | powerlab/bornholm/nm/sec/nex/t1s_spendingvl2 | 515982","t1s_spendingvl3 | powerlab/bornholm/nm/sec/nex/t1s_spendingvl3 | 515983","t1s_cosphitrf1 | powerlab/bornholm/nm/sec/nex/t1s_cosphitrf1 | 516007","t2s_cosphitrf2 | powerlab/bornholm/nm/sec/nex/t2s_cosphitrf2 | 515994","t2s_frekvens | powerlab/bornholm/nm/sec/nex/t2s_frekvens | 515996","t2s_spendingvl2 | powerlab/bornholm/nm/sec/nex/t2s_spendingvl2 | 516000","t2p_belastningil3 | powerlab/bornholm/nm/sec/nex/t2p_belastningil3 | 515989","t2s_reaktiveffekt | powerlab/bornholm/nm/sec/nex/t2s_reaktiveffekt | 515997","t2s_spendingvl3 | powerlab/bornholm/nm/sec/nex/t2s_spendingvl3 | 516001","t1s_frekvens | powerlab/bornholm/nm/sec/nex/t1s_frekvens | 515978","t1s_aktiveffekt | powerlab/bornholm/nm/sec/nex/t1s_aktiveffekt | 515975","t2p_belastningil2 | powerlab/bornholm/nm/sec/nex/t2p_belastningil2 | 515988"
"2022-03-08 00:09:45",,,,,,,,,,,,,,,,,0.49999997019768,0.99723118543625,,,,,,,,
"2022-03-08 00:09:52",,,,,,-3.1220436096191,,,,,,,,,,,,0.99851578474045,,,,,,,,
"2022-03-08 00:09:55",,,,,,-3.1220436096191,,,,,,,,,,,0.49999997019768,0.99851578474045,50.040588378906,,,,,,,
"2022-03-08 00:10:02",,,,,,-4.4404449462891,,,,,,,,,,,,,,,,,,,,
"2022-03-08 00:10:05",,,,,,-4.4404449462891,,,,,,,,,,,0.49999997019768,0.99699836969376,,,,,,,,
"2022-03-08 00:10:08",,,,,,,,,15.410626411438,,,,,,,,,,,,,,,,,
"2022-03-08 00:10:10",,,,,,,,1.6801261901855,15.410626411438,,,,,,,,,,,,,,,,,
"2022-03-08 00:10:15",,,,,,,,,,,,,,,,,0.49999997019768,0.99699836969376,,,,,,,,
"2022-03-08 00:10:25",,,,,,,,,,,,,,,,,0.49999997019768,0.99699836969376,,,15.352030754089,,,,,
"2022-03-08 00:10:35",,,,,,,,,,,,,,,,,0.49999997019768,0.99699836969376,,,,,,,,
"2022-03-08 00:10:45",,,,,,,,,,,,,,,,,0.49999997019768,0.99699836969376,,,,,,,,
"2022-03-08 00:10:50",,,,,92.375862121582,,,,,,,,,,,,,,,,,,,,,
"2022-03-08 00:10:55",,,,,,,,,,,,,,,,,0.49999997019768,0.99699836969376,,6.2042675018311,,,,,,
"2022-03-08 00:11:05",,,,,,,,,,,,,,,,,0.49999997019768,0.99699836969376,,,,,,,,
"2022-03-08 00:11:10",,,,,,,,,15.352030754089,,,,,,,,,,,,,,,,,
"2022-03-08 00:11:15",,,,,,,,,,,,,,,,,0.49999997019768,0.99699836969376,,,,,,,,
"2022-03-08 00:11:25",,,,,,,,,,,,,,,,,0.49999997019768,0.99699836969376,,,,,,,,
"2022-03-08 00:11:35",,,,,,,,,,,,,,,,,0.49999997019768,0.99699836969376,,,,,,,,
"2022-03-08 00:11:45",,,,,,,,,,,,,,,,,0.49999997019768,0.99699836969376,,,,,,,,
"2022-03-08 00:11:55",,,,,,,,,,,,,,,,,0.49999997019768,0.99699836969376,,,,,,,,
"2022-03-08 00:11:57",,,,,,-4.6162300109863,,,,,,,,,,,,,,,,,,,,
"2022-03-08 00:12:00",,,,,,-4.6162300109863,,,,,,,,,,,,,,,,,,,,
