ts,"t1s_spendingvl3 | powerlab/bornholm/nm/sec/bod/t1s_spendingvl3 | 515706","t1s_reaktiveffekt | powerlab/bornholm/nm/sec/bod/t1s_reaktiveffekt | 515702","lok_10kvskinnespend | powerlab/bornholm/nm/sec/bod/lok_10kvskinnespend | 516444","t1s_aktiveffekt | powerlab/bornholm/nm/sec/bod/t1s_aktiveffekt | 515696","t1p_belastningil1 | powerlab/bornholm/nm/sec/bod/t1p_belastningil1 | 515692","t1s_belastning | powerlab/bornholm/nm/sec/bod/t1s_belastning | 515697","t1s_cosphi | powerlab/bornholm/nm/sec/bod/t1s_cosphi | 515698","t1s_spendingvl2 | powerlab/bornholm/nm/sec/bod/t1s_spendingvl2 | 515705","t2s_sptrinvisning | powerlab/bornholm/nm/sec/bod/t2s_sptrinvisning | 515710","t1p_belastningil2 | powerlab/bornholm/nm/sec/bod/t1p_belastningil2 | 515693","t1s_frekvens | powerlab/bornholm/nm/sec/bod/t1s_frekvens | 515701","t1s_sptrinvisning | powerlab/bornholm/nm/sec/bod/t1s_sptrinvisning | 515707","t1s_cosphitrf1 | powerlab/bornholm/nm/sec/bod/t1s_cosphitrf1 | 515699","t1s_spendingvl1 | powerlab/bornholm/nm/sec/bod/t1s_spendingvl1 | 515704","t1p_belastningil3 | powerlab/bornholm/nm/sec/bod/t1p_belastningil3 | 515694"
"2022-03-08 00:28:25",,,,,,,,,,17.051301956177,,,0.94107663631439,,
"2022-03-08 00:28:35",,,,,,,,,,,,,0.94107663631439,,
"2022-03-08 00:28:45",,,,,,,,,,,,,0.94107663631439,,
"2022-03-08 00:28:52",,,10.623737335205,,,,,,,,,,,,16.46534538269
"2022-03-08 00:28:55",,1.5228576660156,10.623737335205,,,,,,,,,,0.94107663631439,,16.46534538269
"2022-03-08 00:29:05",,,,,,,,,,,,,0.94107663631439,,
"2022-03-08 00:29:15",,,,,,,,,,,,,0.94107663631439,,
"2022-03-08 00:29:25",,,,,,,,,,,,,0.94107663631439,,
"2022-03-08 00:29:35",,,,,,,,,,,,,0.94107663631439,,
"2022-03-08 00:29:45",,,,,,,,,,,,5.693868637085,0.94107663631439,,
"2022-03-08 00:29:55",,,,,,,,,,,,,0.94107663631439,,
"2022-03-08 00:30:05",,,,,,,,,,,,,0.94107663631439,,
"2022-03-08 00:30:15",,,,,,,,,,,,,0.94107663631439,,
"2022-03-08 00:30:17",,,,,,93.540451049805,,,,,,,,,
"2022-03-08 00:30:20",,,,,,93.540451049805,,,,,,,,,
"2022-03-08 00:30:25",,,,0.25333786010742,,,,,,,,,0.94107663631439,,16.641132354736
"2022-03-08 00:30:27",,,10.616901397705,,,,,,,,,,,,
"2022-03-08 00:30:30",,,10.616901397705,,,,,,,,,,,,
"2022-03-08 00:30:31",,,,,,,-19.180885314941,,,,,,,,
"2022-03-08 00:30:32",,,,,,,,,,,,,0.94448602199554,,
"2022-03-08 00:30:35",,,,,,,-19.180885314941,,,,,5.6972870826721,0.94448602199554,,
"2022-03-08 00:30:40",,,,,,,,,,16.758323669434,,,,,
"2022-03-08 00:30:45",,,,,,,,,,,,,0.94448602199554,,
"2022-03-08 00:30:55",,,,,,,,,,,,,0.94448602199554,,
"2022-03-08 00:31:05",,,,,,,,,,,,,0.94448602199554,,
"2022-03-08 00:31:15",,,,,,,,,,,,,0.94448602199554,,
"2022-03-08 00:31:25",,,,,,,,,,,,,0.94448602199554,,
"2022-03-08 00:31:34",,,,,,,-19.503158569336,,,,,,,,
