ts,"t1p_belastningil3 | powerlab/bornholm/nm/sec/ost/t1p_belastningil3 | 516132","t1s_reaktiveffekt | powerlab/bornholm/nm/sec/ost/t1s_reaktiveffekt | 516139","t1s_cosphi | powerlab/bornholm/nm/sec/ost/t1s_cosphi | 516136","t1s_frekvens | powerlab/bornholm/nm/sec/ost/t1s_frekvens | 516138","t1s_sptrinvisning | powerlab/bornholm/nm/sec/ost/t1s_sptrinvisning | 516143","t1s_cosphitrf1 | powerlab/bornholm/nm/sec/ost/t1s_cosphitrf1 | 516137","t1s_belastning | powerlab/bornholm/nm/sec/ost/t1s_belastning | 516135","t1s_spendingvl3 | powerlab/bornholm/nm/sec/ost/t1s_spendingvl3 | 516142","t1s_10kvskinnespend | powerlab/bornholm/nm/sec/ost/t1s_10kvskinnespend | 516133","t1s_spendingvl2 | powerlab/bornholm/nm/sec/ost/t1s_spendingvl2 | 516141","t1s_aktiveffekt | powerlab/bornholm/nm/sec/ost/t1s_aktiveffekt | 516134","t1s_spendingvl1 | powerlab/bornholm/nm/sec/ost/t1s_spendingvl1 | 516140","t1p_belastningil2 | powerlab/bornholm/nm/sec/ost/t1p_belastningil2 | 516131","t1p_belastningil1 | powerlab/bornholm/nm/sec/ost/t1p_belastningil1 | 516130"
"2024-03-08 00:01:14",,,,,,,,,,,,,,15.5864133834839
"2024-03-08 00:01:15",,,,,,0.846413791179657,,,,,1.54646682739258,6.02497291564941,,15.5864133834839
"2024-03-08 00:01:20",,,,,5.16409778594971,,,,,,,,,
"2024-03-08 00:01:25",,,,,,0.846413791179657,,,,,,,,
"2024-03-08 00:01:28",,-0.76346492767334,,,,,,,,6.07571649551392,,,,
"2024-03-08 00:01:30",,-0.76346492767334,,,,,,,,6.07571649551392,,,,
"2024-03-08 00:01:35",,,,,5.12869691848755,0.846413791179657,,,,,,,,
"2024-03-08 00:01:45",,,,,,0.846413791179657,,,,,,,,
"2024-03-08 00:01:55",,,,,5.15701770782471,0.846413791179657,,,,,,,,
"2024-03-08 00:02:05",,,,,,0.846413791179657,,,,,,,,
"2024-03-08 00:02:12",,,,,,,,5.96408033370972,,,,,,
"2024-03-08 00:02:15",,,,,5.13577699661255,0.846413791179657,,5.96408033370972,,,,,,
"2024-03-08 00:02:25",,,,,,0.846413791179657,,,,,,,,
"2024-03-08 00:02:30",,-0.743165969848633,,,,,,,,,,,,
"2024-03-08 00:02:35",,,,,,0.846413791179657,93.7821578979492,,,,,,,
"2024-03-08 00:02:43",,,,,,,,,,6.05541944503784,,6.00467538833618,,
"2024-03-08 00:02:45",,,,,,0.846413791179657,,,,6.05541944503784,,6.00467538833618,,
"2024-03-08 00:02:55",,,,,,0.846413791179657,,,,,,,,
"2024-03-08 00:03:00",,,,49.9819946289063,5.15701770782471,,,,,,,,,
"2024-03-08 00:03:05",,,,,,0.846413791179657,,,,,,,,
"2024-03-08 00:03:13",15.6450090408325,,,,,,,,,,,,,
"2024-03-08 00:03:15",15.6450090408325,,,,,0.846413791179657,,,,,,,,
"2024-03-08 00:03:20",,,,,5.13577699661255,,,,,,,,,
"2024-03-08 00:03:25",,,,,,0.846413791179657,,,,,,,,
"2024-03-08 00:03:35",,,,,,0.846413791179657,,,,,,,,
"2024-03-08 00:03:42",,,,,,,,,,,1.57082366943359,,,
"2024-03-08 00:03:45",,,,,,0.846413791179657,,,,,1.57082366943359,,,
"2024-03-08 00:03:54",,,,,,,96.5947418212891,,,,,,,
"2024-03-08 00:03:55",,,,,,0.846413791179657,96.5947418212891,,,,,,,
"2024-03-08 00:03:57",,,,,,,,,,,,,,15.9379863739014
"2024-03-08 00:04:00",,,-32.00048828125,,5.14285755157471,,,,,,,,,15.9379863739014
"2024-03-08 00:04:02",,,,,,,,,10.4556407928467,,,,,
"2024-03-08 00:04:05",,,,,,0.84804356098175,,,10.4556407928467,,,,,
"2024-03-08 00:04:12",,,,,,,,5.94716596603394,,,1.61141967773438,,16.3481559753418,
"2024-03-08 00:04:15",,,,,,0.84804356098175,,5.94716596603394,,,1.61141967773438,,16.3481559753418,
"2024-03-08 00:04:25",,,,,,0.84804356098175,,,,,,,,
"2024-03-08 00:04:30",15.8207950592041,,,,,,,,,,,,,
"2024-03-08 00:04:35",,,,,,0.84804356098175,,,,,,,,
"2024-03-08 00:04:45",,,,,,0.84804356098175,,,,,,,,
"2024-03-08 00:04:55",,,,,,0.84804356098175,,,,,,,,
"2024-03-08 00:04:58",,,,,,,,,,6.0385046005249,1.57488250732422,,,
"2024-03-08 00:05:00",,,,,,,,,,6.0385046005249,1.57488250732422,,,
"2024-03-08 00:05:05",,,,,,0.84804356098175,,,,,,,,
"2024-03-08 00:05:13",,,,,,,,,,,,5.9877610206604,,
"2024-03-08 00:05:15",,,,,,0.84804356098175,,,,,,5.9877610206604,,
"2024-03-08 00:05:25",,,,,,0.84804356098175,,,,,,,,
"2024-03-08 00:05:30",,,,,,,,,,,,,16.1137733459473,
"2024-03-08 00:05:35",,,,,,0.84804356098175,,,,,,,,
"2024-03-08 00:05:45",,,,,,0.84804356098175,,,,,,,,
"2024-03-08 00:05:54",,,,,,,95.1884536743164,,,,,,,
"2024-03-08 00:05:55",,,,,,0.84804356098175,95.1884536743164,,,,,,,
"2024-03-08 00:06:00",15.5864133834839,,,,,,,,,,,,,
"2024-03-08 00:06:05",,,,,,0.84804356098175,,,,,,,,
"2024-03-08 00:06:08",,,-31.9125938415527,,,,,,,,,,,
"2024-03-08 00:06:10",,,-31.9125938415527,,,,,,,,,,,
"2024-03-08 00:06:12",,,,,,0.848855495452881,,,,,,,,
"2024-03-08 00:06:15",,-0.739106178283691,,,,0.848855495452881,,,,,,,,
"2024-03-08 00:06:16",,,,,,,,,10.4204845428467,,,,,
"2024-03-08 00:06:20",,,,,,,,,10.4204845428467,,,,,
"2024-03-08 00:06:25",,,,,,0.848855495452881,,,,,,,,
"2024-03-08 00:06:35",,,,,,0.848855495452881,,,,,,,,
"2024-03-08 00:06:42",,,,,,,,5.930251121521,,,,,,
"2024-03-08 00:06:45",,,,,,0.848855495452881,,5.930251121521,,6.02835607528687,,,,
"2024-03-08 00:06:55",,,,,,0.848855495452881,,,,,,,,
"2024-03-08 00:07:05",,,,,,0.848855495452881,,,,,,,,
"2024-03-08 00:07:12",,,,,,,,,,,,5.96746349334717,,
"2024-03-08 00:07:15",,,,,5.14993762969971,0.848855495452881,,,,,,5.96746349334717,,
"2024-03-08 00:07:25",,,,,,0.848855495452881,,,,,,,,
"2024-03-08 00:07:28",,-0.722867965698242,,,,,,,,,,,15.99658203125,
"2024-03-08 00:07:30",,-0.722867965698242,-31.2533950805664,,,,,,,,,,15.99658203125,
"2024-03-08 00:07:32",,,,,,0.854881107807159,,,,,,,,
"2024-03-08 00:07:35",,,,,,0.854881107807159,,,,,,,,
"2024-03-08 00:07:45",,,,,,0.854881107807159,,,,,,,,
"2024-03-08 00:07:55",,,,,,0.854881107807159,,,,,,,,
"2024-03-08 00:07:59",,,,,,,,,,6.01482439041138,,,,
"2024-03-08 00:08:00",,,,,,,,,,6.01482439041138,,,,
"2024-03-08 00:08:05",,,,,5.13577699661255,0.854881107807159,,,,,,,,
"2024-03-08 00:08:14",,,,,,,,,,,1.61141967773438,,,
"2024-03-08 00:08:15",15.8793907165527,,,,,0.854881107807159,,,,,1.61141967773438,,,
"2024-03-08 00:08:25",,,,,,0.854881107807159,,,,,,,,
"2024-03-08 00:08:27",,,,,,,,,,,,,16.5239410400391,
"2024-03-08 00:08:30",,,,,,,,,,,,,16.5239410400391,
"2024-03-08 00:08:35",,,,,,0.854881107807159,,,,,,,,
"2024-03-08 00:08:39",,,,,,,,,10.391185760498,,,,,
"2024-03-08 00:08:40",,,,,,,,,10.391185760498,,,,,
"2024-03-08 00:08:45",,-0.714749336242676,,,,0.854881107807159,,,,,,,,
"2024-03-08 00:08:50",,,,,5.15701770782471,,,,,,,,,
"2024-03-08 00:08:52",,,,,,,98.2354202270508,,,,,,,
"2024-03-08 00:08:55",,,,,,0.854881107807159,98.2354202270508,,,,,,,
"2024-03-08 00:08:56",,,-30.9457683563232,,,,,,,,,,,
"2024-03-08 00:08:57",,,,,,,,,,,,,,16.3481559753418
"2024-03-08 00:09:00",,,-30.9457683563232,49.923397064209,,,,,,,,,,16.3481559753418
"2024-03-08 00:09:01",,,,,,0.857654392719269,,,,,,,,
"2024-03-08 00:09:05",,,,,,0.857654392719269,,,,,,,,
"2024-03-08 00:09:10",,,,,5.14285755157471,,,,,,,,,
"2024-03-08 00:09:15",,,,,,0.857654392719269,,,,,1.6317195892334,,,
"2024-03-08 00:09:25",,,,,,0.857654392719269,,,,,,,,
"2024-03-08 00:09:35",,,,,,0.857654392719269,,,,,,,,
"2024-03-08 00:09:45",,,,,,0.857654392719269,,,,,,,,
"2024-03-08 00:09:55",,,,,,0.857654392719269,,,,,,,,
